Product Name,MRP,Wholesale Rate,Retail Rate
Organic Tulsi Green Tea Bag ,164.0,132.0,150.0
Palmolive Body Wash Green,170.0,150.0,160.0
Palmolive Body Wash Pink,180.0,160.0,168.0
Palmolive Shaving Cream 70gm,65.0,56.0,58.0
Pampers Large 26/-,26.0,22.0,24.0
Pampers Medium 2pc 24/-,24.0,20.0,22.0
Pampers Medium 5Pc,65.0,58.0,60.0
Pampers Small 2pc 20/-,20.0,16.0,18.0
Pan Bahar Pckt,240.0,210.0,230.0
Panasonic AA 11.50/-,11.5,7.2,9.0
Panasonic AA Cell Patta 10pc,115.0,72.0,80.0
Pantene Conditnor 175ml,120.0,108.0,115.0
Pantene Shampoo 1.5/- Ladi 16pc,24.0,20.0,24.0
Pantene Shampoo 100ml,50.0,45.0,48.0
Pantene Shampoo 200ml,110.0,98.0,105.0
Pantene Shampoo 3/- Black Ladi 16pc,48.0,38.0,44.0
Pantene Shampoo 3/- Green Ladi 16pc,48.0,38.0,44.0
Pantene Shampoo 3/- Pink Ladi 16pc,48.0,38.0,44.0
Pantene Shampoo 3/- White Ladi 16pc,48.0,38.0,44.0
Pantene Shampoo 340ml,200.0,180.0,190.0
Pantene Shampoo 675ml,400.0,360.0,380.0
Pantene Shampoo Ladi  3/- Mix 16pc ,48.0,38.0,44.0
Paper Soap ,5.0,3.0,4.0
Paper Soap 6pc ,30.0,18.0,25.0
Parachute Body Lotion 100ml,50.0,44.0,48.0
Parachute Body Lotion 250ml,140.0,120.0,130.0
Parachute Coco Lotion 100ml,75.0,65.0,70.0
Parachute Coconut Milk Body Lotion 100ml,90.0,80.0,85.0
Parachute Coconut Oil 10/-,10.0,9.0,9.5
Parachute Coconut Oil Bottle 100ml                                ,32.0,29.0,31.0
Parachute Coconut Oil Bottle 1kg - 275/- ,275.0,250.0,260.0
Parachute Coconut Oil Bottle 20/- ,20.0,18.0,20.0
Parachute Coconut Oil Bottle 200ml,56.0,51.0,52.0
Parachute Coconut Oil Bottle 500ml                                ,159.0,145.0,150.0
Parachute Coconut Oil Jar 100ml                                   ,32.0,29.0,30.0
Parachute Coconut Oil Jar 175ml                                   ,60.0,54.0,57.0
Parachute Coconut Oil Jar 500ml                                   ,152.0,138.0,145.0
Parachute Gold Hair Oil,49.0,44.0,46.0
Parachute Gold Hair Oil ,195.0,175.0,180.0
Parachute Gold Hair Oil ,195.0,175.0,180.0
Parachute Hot Oil 190ml                                           ,110.0,100.0,105.0
Parachute Hot Oil 90ml                                            ,55.0,50.0,52.0
Parachute Jasmine Oil 100ml                                       ,42.0,38.0,40.0
Parachute Jasmine Oil 200ml                                       ,85.0,78.0,82.0
Parachute Jasmine Oil 300ml                                       ,130.0,118.0,122.0
Parachute Jasmine Oil 500ml                                       ,175.0,157.0,167.0
Parachute Jasmine Oil 50ml                                        ,20.0,18.0,20.0
Parl Pulse Toffee Jar 120/- ,120.0,115.0,120.0
Parle Cake 10/-,10.0,9.0,9.5
Parle Cream Eclairs Toffee 50pc,50.0,44.0,47.0
Parle G    5/- Petti,720.0,620.0,650.0
Parle G   10/- Peti 60pc,600.0,520.0,550.0
Parle Kacha Mango Toffee pckt ,50.0,44.0,47.0
Parle Kiss Me Raj Bhog Toffee pckt 50pc,50.0,44.0,47.0
Parle Krack Jack 10/-,10.0,9.0,9.5
Parle Mango Bite Toffee pckt ,50.0,44.0,47.0
Parle Milode Toffe 100pc ,100.0,88.0,95.0
Parle Milode Toffe Small 50pc ,50.0,44.0,45.0
Parle Orange Bite Toffee Pckt ,50.0,44.0,47.0
Parle Poppins Toffee pckt 50pc,50.0,44.0,47.0
Parle-G     2/- pckt 30pc,60.0,55.0,58.0
Parle-G     20/-,20.0,18.0,19.0
Parle-G     5/-,5.0,4.5,4.8
Parle-G     5/- Buncle 24pc,120.0,108.0,115.0
Parle-G    10/-,10.0,9.0,9.5
Parle-G    900gm 60/-,60.0,54.0,57.0
Pasta Khuli 1 kg,80.0,55.0,80.0
Pasta Loose 1kg,80.0,52.0,60.0
Pasta Loose 250gm,20.0,13.0,15.0
Pasta Loose 500gm,40.0,26.0,30.0
Pataase 1kg ,80.0,55.0,60.0
Patanjali Amla Oil 100ml,40.0,36.0,40.0
Patanjali Anti Dandruff 110/-,110.0,98.0,100.0
Patanjali Badam Oil 100ml,40.0,36.0,40.0
Patanjali Dant Kanti Advanced Toothpaste 100gm,90.0,80.0,85.0
Patanjali Dant Kanti Kids 100gm,35.0,32.0,34.0
Patanjali Dant Kanti Toothpaste 10/-,10.0,9.2,10.0
Patanjali Dant Kanti Toothpaste 100gm,40.0,36.0,38.0
Patanjali Dant Kanti Toothpaste 200gm,75.0,68.0,72.0
Patanjali Detergent 1kg,46.0,42.0,45.0
Patanjali Detergent 1kg  65/-,65.0,59.0,60.0
Patanjali Detergent 2kg,90.0,82.0,85.0
Patanjali Detergent 500gm,25.0,23.0,24.0
Patanjali Detergent 500gm 33/-,33.0,30.0,35.0
Patanjali Detergent Soap 12/-,12.0,11.0,12.0
Patanjali Detergent Soap 16/-,16.0,14.5,15.5
Patanjali Detergent Soap 8/-,8.0,7.25,7.5
Patanjali Dishwash Bar 15/-,15.0,13.5,14.0
Patanjali Dishwash Cake 175gm                                     ,10.0,9.25,10.0
Patanjali Diswash Bar 10/-,10.0,9.17,10.0
Patanjali Face Wace  60/-,60.0,54.0,57.0
Patanjali Face Wash 40/- ,40.0,36.0,42.0
Patanjali Honey 1kg                                ,260.0,235.0,245.0
Patanjali Honey 200gm                              ,75.0,68.0,72.0
Patanjali Honey 500gm                              ,135.0,122.0,128.0
Patanjali Kesh Kanti Oil 130/-,130.0,116.0,125.0
Patanjali Kesh Kanti Oil 75/-,75.0,68.0,70.0
Patanjali Ketchup 500gm,70.0,63.0,68.0
Patanjali Lemon Detergent 1kg,65.0,59.0,60.0
Patanjali Maggi 10/-,10.0,9.2,10.0
Patanjali Maggi 70gm                                               ,15.0,13.5,15.0
Patanjali Milk Protein Shampoo,95.0,87.0,92.0
Patanjali Mix Fruit Jam 500gm,70.0,63.0,68.0
Patanjali Mogra Soap 75gm,25.0,23.0,24.0
Patanjali Premium Detergent 500gm                  ,95.0,87.0,90.0
Patanjali Sarso Kachi Ghani Oil 1L                 ,135.0,126.0,130.0
Patanjali Shampoo ,75.0,68.0,70.0
Patanjali Shampoo Anti Dandruf ,110.0,100.0,105.0
Patanjali Shampoo Reetha,85.0,77.0,82.0
Patanjali Shampoo Shikakai,95.0,88.0,92.0
Patanjali Soap Big ,25.0,23.0,24.0
Patanjali Soap Small,13.0,12.0,12.0
Patase 1kg 60/- ,60.0,52.0,55.0
Patsa 10/- ,10.0,7.9,9.0
Pav Bhaji Masala 10/-,10.0,8.35,9.0
Pears Face Wash 60gm,95.0,85.0,90.0
Pears Shop 75gm Green ,38.0,35.0,37.0
Pears Soap 50gm Blue,22.0,20.0,21.0
Pears Soap 50gm Yellow,22.0,20.0,21.0
Pears Soap 75gm Blue,38.0,35.0,37.0
Pears Soap 75gm Brown,38.0,35.0,37.0
Pears Soap 75gm Yellow,38.0,35.0,37.0
Pears Soap Set 3pc Big,174.0,154.0,165.0
Pears Soap Set 3pc Small,105.0,95.0,100.0
Pediasure 30/-,30.0,27.0,30.0
Pediasure Choclate 1kg,1180.0,1050.0,1080.0
Pediasure Choclate 200gm,285.0,268.0,275.0
Pediasure Choclate 400gm,525.0,465.0,490.0
Pediasure Vanila 1kg,1180.0,1050.0,108.0
Pediasure Vanila 200gm,285.0,268.0,275.0
Pediasure Vanila 400gm,515.0,465.0,490.0
Pepsodent 150gm,69.0,60.0,65.0
Pepsodent 2in1 Toothpaste 150gm,90.0,80.0,85.0
Pepsodent 2in1 Toothpaste 300gm,163.0,146.0,152.0
Pepsodent Gum Care 140gm,100.0,90.0,95.0
Pepsodent Gum Care 280g,180.0,167.0,172.0
Pepsodent Toothpaste 10/-,10.0,8.35,10.0
Pepsodent Toothpaste 100gm,52.0,47.0,50.0
Pepsodent Toothpaste 200gm,86.0,76.0,84.0
Pepsodent Toothpaste 2in1 80gm,47.0,42.0,45.0
Pepsodent Tootpaste 300gm,127.0,115.0,120.0
Pepsodent Whitening Toothpaste 150gm,86.0,77.0,82.0
Pepsodent Whitening Toothpaste 80gm,45.0,40.0,42.0
Pepsodent Xpert 140gm,105.0,95.0,100.0
Pesodent Toothpaste 200gm,84.0,76.0,80.0
Pesodent Toothpaste 300gm,121.0,109.0,115.0
Pett Safa ,72.0,58.0,65.0
Plastic Junna,60.0,40.0,45.0
Pocha Big Bundle                                                  ,250.0,190.0,200.0
Pocha Big Single Pcs ,30.0,16.0,20.0
Pocha Small Bundle                                                ,170.0,135.0,150.0
Pocha Small Single Pcs,20.0,11.5,15.0
Polka Rusk ,55.0,49.0,55.0
Polo Matchstick 1/- 6pc                            ,6.0,4.0,5.0
Polo Matchstick 1/- pckt 10box                     ,60.0,42.0,50.0
Polo Matchstick 1/- peti 10pckt                    ,600.0,400.0,500.0
Pona Bundle 12pc,180.0,90.0,120.0
Ponds BB Cream,75.0,67.0,70.0
Ponds Body Lotion,73.0,67.0,70.0
Ponds Carbon Face Wash 100gm,200.0,180.0,190.0
Ponds Carbon Face Wash 20gm,35.0,30.0,31.0
Ponds Carbon Face Wash 50gm,104.0,94.0,100.0
Ponds Cream 30gm,45.0,40.0,42.0
Ponds Cream 5/-,5.0,4.5,4.7
Ponds Cream 55gm,84.0,74.0,80.0
Ponds Cream jar,240.0,210.0,220.0
Ponds Men Face Wash 100gm,150.0,130.0,140.0
Ponds Men Face Wash 50gm,90.0,80.0,85.0
Ponds Powder 10/-,10.0,9.0,9.5
Ponds Powder Pink 210/-,210.0,190.0,200.0
Ponds Powder Pink 70/-,70.0,63.0,65.0
Ponds Powder Purple 210/-,210.0,190.0,200.0
Ponds Powder Purple 78/- ,78.0,75.0,70.0
Ponds White Beauty Cream,78.0,67.0,70.0
Ponds White Beauty Cream 10/-,10.0,9.0,10.0
Ponds White Beauty Face Wash 100gm,156.0,140.0,145.0
Ponds White Beauty Face Wash 20gm,32.0,28.0,30.0
Ponds White Beauty Face Wash 50gm,86.0,76.0,80.0
Pril 2L                                                           ,395.0,355.0,365.0
Pril Liquid 20/-,20.0,18.0,19.0
Pril Liquid 225ml                                                 ,55.0,50.0,52.0
Pril Liquid 425ml                                                 ,95.0,85.0,90.0
Priya Gold Biscuit Snacks 10/-,10.0,9.0,9.5
Priya Gold CNC Biscuit 10/-,10.0,9.0,9.5
Priya Gold Marie Gold 5/- Pckt ,50.0,45.0,47.0
Priyagold Choclate Biscuit 5/- 10pc,50.0,45.0,50.0
Priyagold Marie Light Biscuit 18/-,18.0,14.5,16.0
Priyagold Snacks Biscuit /- ,50.0,45.0,46.0
Pulse Mangoo Twist Toffee Jar 1/- 120pc,120.0,105.0,110.0
Quakar Oats 1kg,190.0,170.0,175.0
Quaker Oats 400gm,73.0,66.0,70.0
Quaker Oats Kesar Kishmish,15.0,13.5,14.0
Raaa Gold Refind 1L,91.0,68.0,70.0
Raag  Gold Petti,800.0,680.0,720.0
Rahat Rooh 100ml,70.0,60.0,65.0
Rahat Rooh 200ml,122.0,105.0,120.0
Rahul Hygenic Steel Juna                                          ,10.0,7.0,10.0
Rahul Hygenic Steel Juna 10pc                                     ,100.0,70.0,100.0
Rajdhani Besan 500gm,90.0,42.0,50.0
Rajdhani Besan Petti 900/- ,900.0,810.0,900.0
Rajdhani Maida 500gm,35.0,19.0,25.0
Rajdhani Maida Katta 500gm,800.0,540.0,600.0
Rajdhani Plain Dalia 500gm,32.0,20.0,25.0
Rajdhani Poha 500gm                                ,55.0,34.0,40.0
Rajdhani Sooji 500gm,35.0,20.0,25.0
Rajdhani Sooji Katta ,620.0,535.0,550.0
Rajma Masala 10/-,10.0,8.35,9.0
Rajnigandha 1pc ,18.0,15.0,17.0
Rajnigangha ,800.0,750.0,780.0
Rajshri 10/-,200.0,185.0,195.0
Rajshri 5/-,200.0,130.0,130.0
Rambaan Agarbati/- ,180.0,120.0,150.0
Ramdev Gold Hing 10gm,32.0,24.0,26.0
Ramdev Hing 100gm,170.0,128.0,150.0
Ramdev Hing 10gm,25.0,20.0,22.0
Ramdev Hing 25gm,53.0,40.0,47.0
Ramdev Hing 50gm,90.0,72.0,80.0
Ranipal Big 30/-                                   ,30.0,27.0,28.0
Ranipal Small 15/-                                 ,15.0,13.25,14.0
Rasna 2/- Mango ,50.0,39.0,45.0
Rasna 2/- Nimbu,50.0,39.0,45.0
Rasna 2/- Orange,50.0,39.0,45.0
Rasna 2/- pckt,50.0,39.0,45.0
Rasna 2/- Pineapple ,50.0,39.0,45.0
Rat Kil Copy 80/-,80.0,60.0,70.0
Rat Kill Copy,50.0,35.0,40.0
Rath Ghee ,100.0,75.0,80.0
Rath Ghee 1kg                                      ,100.0,76.0,80.0
Rath Ghee 500 gm,50.0,38.0,45.0
Ravi Bhel Puri ,30.0,20.0,30.0
Ravi Boondi 10/-,10.0,9.0,10.0
Ravi Boondi 45/-,45.0,30.0,35.0
Ravi Pakodi Big ,50.0,26.0,35.0
Ravi Pakodi Small ,15.0,8.0,10.0
Ravi Rusk ,35.0,22.0,25.0
Real Apple Juice 1L,99.0,80.0,90.0
Real Caranberry Juice 1L,109.0,90.0,95.0
Real Gauva Juice 1L,99.0,80.0,90.0
Real Litch Juice 1L,99.0,80.0,90.0
Real Mix Fruit Juice 1L,99.0,80.0,90.0
Real Mix Fruit Juice 20/-,20.0,15.0,18.0
Real Mix Fruit Juice Petti -1188 ,1188.0,940.0,1050.0
Real Mix Fruit Juice Petti 600/- ,600.0,420.0,450.0
Real Orange Juice 1L,99.0,80.0,90.0
Red & White (White),42.0,40.0,37.0
Red & White(Black),59.0,57.0,56.0
Revive Liquid 200gm                                               ,56.0,51.0,53.0
Revive Liquid 95gm                                                ,28.0,25.0,27.0
Revive Powder 15/- ,15.0,13.5,13.0
Revive Powder 200gm,55.0,48.0,52.0
Rexona Soap Set 4pc,84.0,76.0,80.0
Rice 1 Kg Khulle 65/-,65.0,60.0,65.0
Rin Ala 500gm                                                     ,58.0,53.0,55.0
Rin Cake 10/-,10.0,9.0,10.0
Rin Cake 10/- petti 60pc,600.0,535.0,550.0
Rin Cake 5/-,5.0,4.5,5.0
Rin Cake Set 4pc,69.0,62.0,65.0
Rin Cake Set 4pc                                                ,69.0,62.0,65.0
Rin Detergent 10/-,10.0,9.0,10.0
Rin Detergent 1kg,76.0,69.0,70.0
Rin Detergent 2kg                                                 ,150.0,135.0,140.0
Rin Detergent 500gm,38.0,35.0,36.0
Robin Blue Liquid 200gm,47.0,40.0,45.0
Robin Liquid 19/-                                  ,20.0,18.0,19.0
Robin Neel Liquid 150gm,40.0,36.0,38.0
Robin Neel Liquid 75gm,19.0,17.0,18.0
Robin Neel Powder 100gm,40.0,36.0,33.0
Robin Neel Powder 200gm,65.0,58.0,60.0
Robin Neel Powder 50gm,18.0,16.0,17.0
Roli pckt,100.0,55.0,66.0
Roohafza ,135.0,114.0,120.0
Roohafza Petti 12pc,1620.0,1360.0,1400.0
Saabu Dana 1 kg Khuli,120.0,100.0,120.0
Sabji Masala 10/- ,10.0,8.0,9.0
Safal Tomato Puree ,25.0,20.0,22.0
Safe Wash Single ,175.0,140.0,155.0
Safewash Set 1+1,360.0,270.0,300.0
Saffola Chinese Masala Oats,15.0,13.5,14.0
Saffola Classic Masala Oats,15.0,13.5,14.0
Saffola Classic Masala Oats 400gm,145.0,130.0,138.0
Saffola Italian Oats,15.0,13.5,14.0
Saffola Masala Oats,15.0,13.5,14.0
Saffola Namak 1kg,31.0,28.0,28.0
Saffola Oats 1kg,175.0,158.0,165.0
Saffola Oats 400gm,77.0,69.0,72.0
Saffola Pepe Tomato Masala Oats 400gm,140.0,125.0,130.0
Saffola Tomata Masla Oats,15.0,13.5,14.0
Saffola Twist Veggie Oats 400gm,145.0,130.0,138.0
Saffola VegeTwist Oats,15.0,13.5,14.0
Sagun Sugar 1kg 60/- ,60.0,45.0,50.0
Sambhar Masala 10/-,10.0,8.35,9.0
Sambu ,100.0,80.0,90.0
Sanifresh Set 1L                                                 ,114.0,98.0,104.0
Sanifresh Single 69/-,69.0,62.0,65.0
Santoor Handwash Refil 180ml                                      ,47.0,40.0,43.0
Santoor Handwash Refil 1L,170.0,150.0,160.0
Santoor Soap 4pc Set,88.0,80.0,82.0
Santoor Soap White 4pc Set ,94.0,86.0,84.0
Saraswati Kapoor,52.0,32.0,34.0
Sarso Oil 1 L,100.0,82.0,95.0
Sarso Oil 200 gm ,30.0,18.0,25.0
Sarso Oil 500 gm,50.0,45.0,48.0
Savlon 3+1 Soap Set ,118.0,108.0,110.0
Savour Elaichi 10/- Hanger 30pc,300.0,250.0,270.0
Savour Elaichi 5/- Hanger,135.0,105.0,115.0
Savour Elaichi 5/- Hanger 27pc,135.0,105.0,110.0
Savour Garam Masala 10/- Hanger,300.0,250.0,260.0
Savour Jeera 5/- Hanger,135.0,105.0,110.0
Savour Kali Mirch 10/- Hanger,300.0,250.0,260.0
Savour Lambi Sewiyan 150gm                         ,20.0,10.0,15.0
Savour Long 5/- Hanger,135.0,105.0,110.0
Savour Plain Dalia 350gm,28.0,16.0,20.0
Savour Poha 400gm                                  ,45.0,27.0,30.0
Savour Roasted Dalia 250gm,30.0,16.0,20.0
Scotch Brite 10/-,10.0,9.0,10.0
Scotch Brite 15/-,15.0,13.0,15.0
Scotch Brite Junna 35/-,35.0,31.0,33.0
Scoth Brite Foam Junna 30/- ,30.0,26.5,28.0
SDS Channa Masala ,30.0,24.0,30.0
SDS Chicken Masala 100gm,65.0,52.0,58.0
SDS Meat Masla 100gm,75.0,60.0,65.0
SDS Paneer Masala ,35.0,30.0,35.0
SDS Rajma Masala ,30.0,24.0,28.0
Secret Women Deo,185.0,145.0,150.0
Sendha  Namak 200 gm ,10.0,5.0,7.0
Sendha Namak 1 Kg ,30.0,20.0,25.0
Sensodyne Toothpaste 100gm,105.0,92.0,98.0
Sesa Oil 225/- ,225.0,195.0,210.0
Sesa Oil 30ml,39.0,33.0,35.0
Sesa Oil 90ml,120.0,100.0,110.0
Set Wet Gel 10/- Ladi 12pc,120.0,108.0,120.0
Set Wet Gel 100gm,95.0,85.0,90.0
Set Wet Gel 50gm,50.0,45.0,48.0
Shagun Sugar Pckt 1kg,70.0,46.0,50.0
Shahi Paneer Masala 10/-,10.0,8.35,9.0
Shahiba Achaar Masala ,110.0,90.0,100.0
Shahimahal Brown Rice Jar ,179.0,110.0,120.0
Shakti Atta 10kg                                                  ,350.0,270.0,300.0
Shakti Atta 5kg                                                   ,175.0,138.0,155.0
Shanai  / 5/-1,60.0,45.0,50.0
Shikhakai,30.0,20.0,22.0
Shikhar 10/-,300.0,128.0,200.0
Shikhar 5/-,350.0,215.0,300.0
Ship Matchstick 1/- 10pc                           ,10.0,8.0,9.0
Ship Matchstick 1/- pckt 10box                     ,100.0,82.0,90.0
Ship Matchstick 1/- peti 6pckt                     ,600.0,480.0,520.0
Shiva Agarbati 10/-                                               ,120.0,100.0,108.0
Shoe Brush ,60.0,40.0,50.0
Shop Khuli 100 gm,30.0,18.0,25.0
Sikh Jhadu(Tilli),50.0,25.0,30.0
Silk & Shine 18gm,42.0,38.0,40.0
Silk & Shine 50gm,90.0,80.0,85.0
Silk & Shine Sachte 3/- Ladi 12pc                  ,36.0,33.0,34.0
Simco Hair Fixer Blue 100gm,64.0,58.0,60.0
Simco Hair Fixer Blue 300gm,173.0,153.0,160.0
Simco Hair Fixer Blue 500gm,272.0,240.0,250.0
Simco Hair Fixer Pink 100gm,76.0,68.0,72.0
Simco Hair Fixer Pink 300gm,205.0,181.0,190.0
Simco Hair Fixer Pink 500gm,323.0,285.0,295.0
Simco Swift Hair Spray 220/-,220.0,160.0,180.0
Simco Swift Spray 110/-,110.0,84.0,90.0
Smith & Johnes Pasta Masala 5/- Ladi ,60.0,50.0,48.0
Smith & Jones Aadrak Lasan Paste 40/- ,40.0,33.0,35.0
Smith & Jones Adrak Lasan Pest 5/-,5.0,4.0,5.0
Smith & Jones Adrak Lasan Pest 5/- Ladi 12pc,60.0,48.0,55.0
Smith & Jones Pasta Masala 10/-,10.0,9.0,10.0
Snackers Choclate Pckt ,150.0,128.0,140.0
Snakker Choclate /-,150.0,128.0,135.0
Snakkers Choclate ,5.0,4.0,5.0
Sofy Body Fit 15Pads                                              ,143.0,129.0,135.0
Sofy Pad 39/-,39.0,32.0,35.0
Sooji khuli 1kg,30.0,26.0,30.0
Soya Chaap Masala 10/-,10.0,8.35,9.0
Soyabean Khuli 500gm ,78.0,35.0,50.0
Star Goli 100 Pc 20/- ,20.0,16.0,18.0
Star Goli Bundle 10/-                                             ,280.0,145.0,160.0
Stayfree 35/-,35.0,31.0,34.0
Stayfree 75/- ,75.0,68.0,70.0
Stayfree Dry Max                                                  ,85.0,75.0,80.0
Stayfree Secure Extra Long                                        ,40.0,36.0,38.0
Stayfree Secure Regular 8 Pads                                    ,33.0,29.0,32.0
Stayfree Secure Ultra Thin                                        ,40.0,36.0,38.0
Steel Junna 10/-,10.0,7.0,10.0
Steel Junna Packet 10pc,100.0,70.0,90.0
Streax Creame Colour 1.0 Natural Black,30.0,25.0,28.0
Streax Creame Colour 3.0 Dark Brown,30.0,25.0,28.0
Streax Creame Colour 3.16 Burgundy,30.0,25.0,28.0
Streax Creame Colour 4.0 Natural Brown,30.0,25.0,28.0
Streax Hair Colour 1-Natural Black,125.0,105.0,110.0
Streax Hair Colour 3-Darkest Brown ,135.0,115.0,120.0
Streax Hair Colour 3.16-Burgundy,135.0,115.0,120.0
Streax Hair Colour 4-Natural Brown,135.0,115.0,120.0
Streax Hair Colour 4-Natural Brown ,135.0,115.0,120.0
Streax Hair Colour 5-Light Brown ,135.0,115.0,120.0
Sudh Hawan Hari Darshan 10/-                                      ,120.0,100.0,108.0
Sugar Cube 500gm                                                  ,60.0,50.0,55.0
Sugar Free 300 Pellets,175.0,155.0,165.0
Sugar Free 500 Pellets ,240.0,210.0,220.0
Sugar Free Natural Powder ,140.0,120.0,125.0
Sugar Khuli 1kg,50.0,43.0,44.0
Sugarfree 100 Pellets,65.0,56.0,60.0
Sugarfree Gold Powder,130.0,110.0,115.0
Sugarfree Liquid 100 Sachte ,130.0,110.0,115.0
Sugarfree Liquid 25 Sachte,45.0,40.0,42.0
Sugarfree Liquid 50 Sachte,75.0,65.0,70.0
Sunfeast 5/- pckt 24pc,120.0,108.0,110.0
Sunfeast Biscuit 10/-,10.0,9.0,10.0
Sunsilk Black 1/- Ladi 16pc,16.0,13.0,14.0
Sunsilk Conditnor 180ml,143.0,128.0,132.0
Sunsilk Conditnor 3/- Ladi 16pc,48.0,40.0,45.0
Sunsilk Conditnor 80ml,66.0,60.0,62.0
Sunsilk Conditnor Mix 3/ 16pc 48/- ,48.0,40.0,44.0
Sunsilk Pink 1/- Ladi 16pc,16.0,13.0,14.0
Sunsilk Shampoo + Conditnor 4/- Ladi 16pc,64.0,55.0,60.0
Sunsilk Shampoo 1/Black Petti ,960.0,740.0,840.0
Sunsilk Shampoo 100ml,47.0,42.0,45.0
Sunsilk Shampoo 2/- Black Ladi 16pc,32.0,27.0,30.0
Sunsilk Shampoo 2/- Pink Ladi 16pc,32.0,27.0,30.0
Sunsilk Shampoo 2/- Yellow Ladi 16pc,32.0,27.0,30.0
Sunsilk Shampoo 200ml,107.0,97.0,110.0
Sunsilk Shampoo 3/- Black Ladi 16pc,48.0,40.0,45.0
Sunsilk Shampoo 3/- Pink Ladi 16pc,48.0,40.0,45.0
Sunsilk Shampoo 3/- Yellow Ladi 16pc,48.0,40.0,45.0
Sunsilk Shampoo 400ml,197.0,177.0,187.0
Sunsilk Shampoo 650ml,360.0,325.0,335.0
Sunsilk Shampoo Mix 1/ 16pc 16/- ,16.0,13.0,14.0
Sunsilk Shampoo Mix 3/ 16pc 48/- ,48.0,40.0,44.0
Sunsilk Shampoo Pink 100gm- 60/- ,60.0,54.0,57.0
Sunsilk Shampoo Pink Ladi 1/- 16pc                                ,16.0,13.0,14.0
Sunsilk Shampoo Pink Peti 1/- 960pc                               ,960.0,740.0,840.0
Sunsilk Yellow 1/- Ladi 16pc,16.0,13.0,14.0
Super Gold Ciggeratte,48.0,44.0,45.0
Super Shakti Sarso Oil 1L                          ,130.0,90.0,95.0
Super Shakti Sarso Oil 500ml                       ,65.0,48.0,52.0
Surf Excel Blue 4kg 479/- ,479.0,410.0,430.0
Surf Excel Blue Detergent 10/-                                         ,10.0,9.0,10.0
Surf Excel Blue Detergent 1kg                                     ,112.0,100.0,105.0
Surf Excel Blue Detergent 500gm                                   ,56.0,51.0,55.0
Surf Excel Blue Detergent katta 10/- 60pc                              ,600.0,510.0,600.0
Surf Excel Cake 10/-,10.0,9.0,10.0
Surf Excel Cake 10/- peti 144pc,1440.0,1070.0,1200.0
Surf Excel Cake 29/-,29.0,26.0,28.0
Surf Excel Cake Set 4pc,92.0,84.0,88.0
Surf Excel Detergent 2/-  6 Ladi 144/- Pckt,144.0,120.0,130.0
Surf Excel Detergent 2/- Ladi 12pc,24.0,20.0,22.0
Surf Excel Detergent Katta 2/-  1440/- ,1440.0,1140.0,1200.0
Surf Excel Detergent Liquid 1kg,230.0,215.0,220.0
Surf Excel Matic Front Load 1kg                    ,212.0,190.0,200.0
Surf Excel Matic Front Load 2kg                    ,435.0,380.0,400.0
Surf Excel Matic Top Load 1kg                      ,192.0,172.0,182.0
Surf Excel Matic Top Load 2kg                      ,430.0,380.0,400.0
Surf Excel Quick Wash Detergent 10/-                                         ,10.0,9.0,10.0
Surf Excel Quick Wash Detergent 1kg,200.0,180.0,185.0
Surf Excel Quick Wash Detergent 250gm                                        ,29.0,26.0,28.0
Surf Excel Quick Wash Detergent 500gm,100.0,90.0,95.0
Surf Excel Quick Wash Detergent katta 10/- 60pc                              ,600.0,510.0,600.0
Surf Excel Set petti 20pc                                         ,1800.0,1680.0,1700.0
Surf Excel Soap 15/-,15.0,13.5,15.0
Surya CFL Bulb 14W,150.0,90.0,120.0
Surya CFL Bulb 18W,190.0,130.0,140.0
Surya CFL Bulb 23W,230.0,180.0,190.0
Swagat 10/-,100.0,80.0,80.0
Swagat 5/-,100.0,60.0,80.0
Swan Matchstick 1/- pckt 10 box,60.0,52.0,55.0
Sweeti Supari,50.0,45.0,50.0
Taj Mahal 1kg,445.0,410.0,420.0
Taj Mahal 250gm,115.0,105.0,108.0
Taj Mahal 500gm,225.0,205.0,210.0
Taj Mahal Tea Bag 100pc                                                 ,136.0,105.0,120.0
Tang Bottle ,125.0,110.0,115.0
Tang Lemon 500gm 125/-,125.0,105.0,115.0
Tang Lemon Ladi ,60.0,52.0,55.0
Tang Mango 500gm 125/-,125.0,105.0,115.0
Tang Orange 500gm,125.0,105.0,110.0
Tang Orange Ladi 5/-60/-,60.0,52.0,55.0
Tangy Mango Toffee 1/- Jar 120pc,120.0,100.0,110.0
Tank Ladi 12pc,60.0,52.0,55.0
Tash Halki ,120.0,90.0,100.0
Tata Agni 250gm                                    ,58.0,45.0,50.0
Tata Lite Namak 1kg,32.0,29.0,30.0
Tata Namak 1kg                                                    ,18.0,16.0,17.0
Tata Namak Bag 50kg                                               ,900.0,770.0,850.0
Tata Premium Jar 250gm,90.0,80.0,85.0
Tata Tea 10/- ,10.0,8.5,9.0
Tata Tea Elaichi 10/- 10pcs ,100.0,83.0,100.0
Tata Tea Elaichi 10/- pckt 20pc                    ,200.0,175.0,190.0
Tata Tea Elaichi 20/- ,20.0,18.0,20.0
Tata Tea Elaichi 20/- pckt 12pc                    ,240.0,198.0,220.0
Tata Tea Elaichi 250gm                             ,65.0,52.0,60.0
Tata Tea Gold 250gm                                ,108.0,97.5,102.5
